timestamp,value
12/2/2013 21:15,73.96732207
12/2/2013 21:20,74.935882
12/2/2013 21:25,76.12416182
12/2/2013 21:30,78.14070732
12/2/2013 21:35,79.32983574
12/2/2013 21:40,78.71041827
12/2/2013 21:45,80.26978421
12/2/2013 21:50,80.27282792
12/2/2013 21:55,80.35342468
12/2/2013 22:00,79.48652315
12/2/2013 22:05,80.78327674
12/2/2013 22:10,79.50815854
12/2/2013 22:15,79.30203285
12/2/2013 22:20,80.80262407
12/2/2013 22:25,80.37778929
12/2/2013 22:30,80.47923735
12/2/2013 22:35,81.42356028
12/2/2013 22:40,81.37357535
12/2/2013 22:45,81.69094215
12/2/2013 22:50,80.18124978
12/2/2013 22:55,81.76717835
12/2/2013 23:00,81.25978065
12/2/2013 23:05,80.30293653
12/2/2013 23:10,81.11459031
12/2/2013 23:15,81.74810877
12/2/2013 23:20,81.99460747
12/2/2013 23:25,81.2580527
12/2/2013 23:30,83.11803871
12/2/2013 23:35,81.24702121
12/2/2013 23:40,82.73586941
12/2/2013 23:45,81.72332602
12/2/2013 23:50,81.56235567
12/2/2013 23:55,81.43553422
12/3/2013 0:00,81.90815592
12/3/2013 0:05,82.45575098
12/3/2013 0:10,83.02758267
12/3/2013 0:15,83.36235646
12/3/2013 0:20,81.88701566
12/3/2013 0:25,82.88189183
12/3/2013 0:30,83.57965349
12/3/2013 0:35,83.76141298
12/3/2013 0:40,82.30991906
12/3/2013 0:45,83.05136903
12/3/2013 0:50,83.26333638
12/3/2013 0:55,84.09700706
12/3/2013 1:00,83.5464428
12/3/2013 1:05,83.48998999
12/3/2013 1:10,83.43534304
12/3/2013 1:15,85.18336642
12/3/2013 1:20,85.34462435
12/3/2013 1:25,84.67196172
12/3/2013 1:30,85.30276155
12/3/2013 1:35,84.34921079
12/3/2013 1:40,84.55584383
12/3/2013 1:45,83.7711366
12/3/2013 1:50,85.29834063
12/3/2013 1:55,85.40014591
12/3/2013 2:00,85.10730255
12/3/2013 2:05,84.97405668
12/3/2013 2:10,85.43784202
12/3/2013 2:15,84.83484013
12/3/2013 2:20,84.94715827
12/3/2013 2:25,86.16861901
12/3/2013 2:30,86.37621858
12/3/2013 2:35,86.3421685
12/3/2013 2:40,86.61918376
12/3/2013 2:45,86.30151068
12/3/2013 2:50,86.57173751
12/3/2013 2:55,86.48675455
12/3/2013 3:00,87.52018696
12/3/2013 3:05,87.00908412
12/3/2013 3:10,86.96641259
12/3/2013 3:15,88.62366147
12/3/2013 3:20,88.59942914
12/3/2013 3:25,89.44293245
12/3/2013 3:30,87.98565262
12/3/2013 3:35,89.75558903
12/3/2013 3:40,88.80257312
12/3/2013 3:45,89.7298597
12/3/2013 3:50,90.22009915
12/3/2013 3:55,89.44223536
12/3/2013 4:00,90.50690649
12/3/2013 4:05,90.89985471
12/3/2013 4:10,89.52273909
12/3/2013 4:15,90.79023919
12/3/2013 4:20,91.52798129
12/3/2013 4:25,90.30234442
12/3/2013 4:30,91.69464161
12/3/2013 4:35,90.61223839
12/3/2013 4:40,91.35611449
12/3/2013 4:45,91.1192753
12/3/2013 4:50,92.2779806
12/3/2013 4:55,91.93466396
12/3/2013 5:00,91.26341409
12/3/2013 5:05,91.03317052
12/3/2013 5:10,90.54178741
12/3/2013 5:15,89.31712427
12/3/2013 5:20,88.60863427
12/3/2013 5:25,88.00860982
12/3/2013 5:30,87.9874342
12/3/2013 5:35,87.62276247
12/3/2013 5:40,86.35545122
12/3/2013 5:45,86.69530437
12/3/2013 5:50,84.67963832
12/3/2013 5:55,84.07484551
12/3/2013 6:00,84.35696223
12/3/2013 6:05,84.58044581
12/3/2013 6:10,82.68818775
12/3/2013 6:15,82.69563236
12/3/2013 6:20,83.76512879
12/3/2013 6:25,82.98957536
12/3/2013 6:30,82.23041088
12/3/2013 6:35,83.88653506
12/3/2013 6:40,81.89958882
12/3/2013 6:45,81.51452457
12/3/2013 6:50,82.75784339
12/3/2013 6:55,82.38401128
12/3/2013 7:00,83.21031771
12/3/2013 7:05,82.8468474
12/3/2013 7:10,80.83401484
12/3/2013 7:15,80.57814533
12/3/2013 7:20,82.38411475
12/3/2013 7:25,82.14105996
12/3/2013 7:30,81.51010328
12/3/2013 7:35,80.32038196
12/3/2013 7:40,81.37765072
12/3/2013 7:45,82.57875201
12/3/2013 7:50,83.67102071
12/3/2013 7:55,82.31952904
12/3/2013 8:00,84.00735878
12/3/2013 8:05,84.15133223
12/3/2013 8:10,85.42547113
12/3/2013 8:15,86.54847695
12/3/2013 8:20,87.29964034
12/3/2013 8:25,86.08152742
12/3/2013 8:30,85.88428549
12/3/2013 8:35,85.56048471
12/3/2013 8:40,85.13496309
12/3/2013 8:45,86.6109496
12/3/2013 8:50,86.15758118
12/3/2013 8:55,85.23120601
12/3/2013 9:00,85.93395961
12/3/2013 9:05,85.11561607
12/3/2013 9:10,85.86375607
12/3/2013 9:15,83.48616417
12/3/2013 9:20,85.48938451
12/3/2013 9:25,83.14095879
